회관_ID,주소,좌표,공유_회중_수,함께_사용하는_회중_목록
"f3680b01-c61e-59d5-8157-38c9a2193aa8","서울 서초구 논현로 87, 삼호물산빌딩 B동 202호 (양재동 275-6)","37.477531, 127.044261",3,"서울대치 (📞 02-589-1914) | 서울양재중앙 (📞 02-6243-1914) | 서울양재남부 (📞 02-589-1914)"
"8ecc18fd-f01f-5357-a829-3298cf7036c6","서울 영등포구 국제금융로 78, 홍우빌딩 502호  (여의도동 43-3)","37.520873, 126.931303",1,"서울여의도 (📞 02-780-5510)"
"7cfef299-17a5-5046-b4ab-35be8d3d6ffd","서울 영등포구 신길로23길 32, 신미아파트상가 1층 (신길동 340-1)","37.501352, 126.907141",3,"서울대림 (📞 01090387959) | 서울신길서부 (📞 02-847-3378) | 서울영일 (📞 028470463)"
"582050f0-e2f8-515a-a16e-112d383e9e2c","서울 금천구 시흥대로 399, 시티렉스 311호 (독산동 291-5)","37.469411, 126.897462",3,"서울독산 (📞 010-2337-2231) | 서울난곡 (📞 010-8730-7292) | 서울가산 (📞 010-4163-1935)"
"f4e65ae8-904a-51d8-a8ac-8d1ac853fab7","서울 용산구 이태원로 211, 한남빌딩 5층 (한남동 737-37)","37.535003, 126.99728",2,"서울서부영어 (📞 +82-10-3787-1403) | 서울이태원 (📞 02-796-9922)"
"76064b66-94a5-5d94-bed5-e8fd2e9d5f65","서울 금천구 시흥대로39길 8, 한영상가 가동 204호 (시흥동 985-9)","37.447306, 126.902618",2,"서울시흥북부 (📞 0502-6683-3939) | 서울시흥남부 (📞 0502-6681-0166)"
"5377669e-3b69-540e-bf72-33acc79bcb1d","서울 강남구 학동로 342, 405-1호 (논현동 241-3)","37.516738, 127.04086",1,"서울청담 (📞 010-8616-6692)"
"526c8e5a-dd94-5f43-acab-b117a43acfd4","서울 용산구 한강대로80길 11-27 (남영동 69)","37.543161, 126.9732",2,"서울용산 (📞 010-2684-0564) | 서울남부 (📞 010-5114-1914)"
"6634fe05-eb30-54ac-bc28-6e9d9733253b","서울 구로구 구로중앙로7길 28, 극동아파트상가 307호 (구로동 314)","37.491063, 126.88975",4,"서울서부중국어 (📞 +82 10 49821610) | 서울강남수어 (📞 02-867-1914) | 서울구로남부 (📞 02) 856-9883) | 서울구로북부 (📞 010-4129-8828)"
"18ab0aad-9c46-50f0-b023-df13a27872df","경기 안양시 동안구 관악대로 346 코오롱동산타워 502호 (관양동 1450-1)","37.403412, 126.961468",3,"경기과천 (📞 010-7688-6029) | 경기안양비산 (📞 031-424-7379) | 경기안양관양 (📞 031-424-7379)"
"d38364c7-32cc-5a10-abf6-eb5779ed5043","서울 마포구 마포대로 115-8, 공덕삼성아파트상가 509호 지하철 5호선 공덕역 3번출구 효성빌딩 뒤 (공덕동 371)","37.545541, 126.951165",3,"서울마포 (📞 02-3273-0673) | 서울공덕 (📞 010-4594-0169, 010-3617-0010) | 서울일본어 (📞 070-8098-0736)"
"d485106d-e307-565f-9587-e93d98664c64","서울 강남구 개포로82길 7, 삼성빌딩 403호 (개포동 186-12)","37.48877, 127.067358",3,"서울개포 (📞 02-3411-4105) | 서울수서 (📞 02-3411-4105) | 서울일원 (📞 02-3411-4105)"
"5fca11d4-c5bb-584c-abbd-da6a5f04809b","경기 광명시 금하로 458, 웅신아트 508호 (소하동 1340-5)","37.448454, 126.883293",3,"서울남부중국어 (📞 010-6539-3650) | 경기광명소하 (📞 02-898-1914) | 경기광명하안 (📞 010-2822-3052)"
"bad50fae-bbb9-510b-8c07-966a8fc95491","서울 영등포구 당산로 180, 신우빌딩 302호 (당산동4가 31-2)","37.530262, 126.899349",1,"서울당산 (📞 02-2678-5923)"
"1efd44a3-13ae-5399-a38d-eb4b0578e9ae","경기 안양시 만안구 석수로6번길 58 (석수동 318-4)","37.411679, 126.910091",3,"경기안양박달 (📞 031-445-4890) | 경기안양북부 (📞 01093941914) | 경기안양석수 (📞 031-471-1915)"
"771f995b-9688-52e0-8198-b81fdd1ed36e","서울 마포구 백범로4길 11-18 (노고산동 112-7)","37.551994, 126.936574",4,"서울노고산 (📞 02-335-1914) | 서울서강 (📞 02-718-1935) | 서울신촌 (📞 02-337-1914) | 서울중부중국어 (📞 010-3116-8721)"
"5da12e29-8fbd-5068-8e04-a97482bf1847","경기 광주시 퇴촌면 천진암로 707 (관음리 219-4)","37.453696, 127.341301",1,"경기광주퇴촌 (📞 031-766-1935)"
"52db3da0-a20a-55c4-856b-9c16ca6508ac","경기 광주시 현산로385번길 47 (초월읍 지월리 715-1)","37.418106, 127.278483",3,"경기광주서부 (📞 031-764-5310) | 경기광주북부 (📞 0317645310) | 경기광주동부 (📞 031-764-5310)"
"378d7ebd-aaa9-5919-8348-fea4fc2ce463","경기 양평군 양서면 양수로156번길 21 (양수리 576-8)","37.546407, 127.319731",1,"경기양서 (📞 031-774-1914)"
"6173a8fc-e1af-51c3-b9f5-036778efd6fd","경기 하남시 검단산로 61-16 (하산곡동 114)","37.52139, 127.22571",3,"경기하남동부 (📞 031-795-1914) | 경기하남중앙 (📞 031-795-1914) | 경기하남서부 (📞 031-795-1914)"
"99733ab5-9bf6-5dfa-b69d-b433420c67b1","경기 광주시 곤지암읍 신대길 14 (신대리 89-2)","37.35452, 127.336657",2,"경기광주곤지암 (📞 010-5042-0089) | 경기광주중국어 (📞 010-2685-1102)"
"b2b604d9-ceea-5369-a8a7-571dc4d49f67","경기 성남시 중원구 광명로 384 창보시티렉스 203호 (금광동 2409)","37.446774, 127.168534",2,"경기성남동부 (📞 031-731-3500) | 경기성남금광 (📞 031-731-3500)"
"dae14fd0-a1f5-50ea-adb1-9d4ff4e2909a","경기 성남시 중원구 중원구 둔촌대로 388 크란츠 테크노 지하 21호 (상대원동 5442-1)","37.432647, 127.15898",2,"경기성남상대원 (📞 031-734-1935) | 경기성남남부 (📞 031-734-1935)"
"ced98020-67c3-528c-8132-58526704d279","경기 양평군 양평읍 중앙로91번길 15 (공흥리 755-3)","37.49559, 127.497887",3,"경기양평남부 (📞 010-2086-1941) | 경기양평북부 (📞 031-771-1987) | 경기지평 (📞 010-9188-0159)"
"9931efe1-ceae-5782-94f0-7f9a4e8e2744","경기 남양주시 와부읍 월문천로173번길 19 (월문리 1060-10)","37.593559, 127.228574",2,"경기남양주덕소 (📞 01044471457) | 경기남양주도곡 (📞 031-577-2549)"
"fe2cd0c4-14b7-5eda-92da-53325f989c34","경기 광주시 오포읍 오포안로 83 (문형리 748-1)","37.35321, 127.19832",4,"경기광주오포서부 (📞 031-765-1616) | 경기광주오포동부 (📞 031-765-1616) | 경기광주오포중앙 (📞 031-765-1616) | [집단] 경기광주오포서부영어"
"df7bd501-7bcf-5d31-877f-305abdeb8065","경기 남양주시 사릉로 14, 금곡프라자 508호 (금곡동 416-1)","37.63423, 127.207644",3,"경기남양주금곡 (📞 07044141914) | 경기남양주중앙 (📞 010-9813-0301) | [집단] 경기남양주중앙영어"
"b6dc700e-c2bb-5563-8ca1-e03aa5dc0fd0","경기 남양주시 경춘로1256번길 6 다모아프라자 706, 707호 (평내동 578-1)","37.645958, 127.23441",2,"경기남양주호평 (📞 031 595 1904) | 경기남양주평내 (📞 031-595-1904)"
"89525970-d904-551c-8b45-3e14d9a011e6","경기 양평군 용문면 상진길 15-4 (다문리 578-1) 네비게이션 이용시 검색 주소: 용문면 상진길 17","37.493291, 127.592096",1,"경기용문 (📞 031 774 4503)"
"88c8323c-4ce7-5341-85c7-7c57e8e0449b","강원 원주시 문막읍 명봉산길 82 (건등리 259-64)","37.313145, 127.835485",2,"강원원주문막 (📞 033-734-1935) | 강원원주지정 (📞 010-9475-0004)"
"a2eb82ee-6419-51ab-b1b7-d74c97e7ea47","강원 횡성군 횡성읍 추동로 9 (추동리 46-2)","37.488622, 128.039045",1,"강원횡성 (📞 0333431914)"
"7e95ec9b-9578-5f53-a731-b96ea5dd5b1b","강원 원주시 소초면 검엉터길 41 (장양리 868)","37.41807, 127.95891",1,"강원원주북부 (📞 033-747-2266)"
"ac16b659-a440-59d2-b3cb-1c73506aa43d","강원 원주시 봉화로 136 (단계동 506-8)","37.356677, 127.928604",4,"강원원주서부 (📞 01053315334) | 강원원주수어 (📞 01031127770) | 강원원주무실 (📞 010-5379-7575,010-2123-1935) | 강원원주중부 (📞 010-9079-9536)"
"faa46c74-c26e-5b15-800d-769abb067ce0","강원 원주시 갈촌길 106-1 (관설동 1572)","37.310613, 127.962801",3,"강원원주치악 (📞 010-9649-7570) | 강원원주동부 (📞 010-3688-1580) | 강원원주남부 (📞 010-9041-0060)"
"4fdc40de-c054-5310-a1f3-4bba09a557d7","강원 원주시 판부면 남원로 221 거장2차아파트상가 205호 (서곡리 592)","37.311491, 127.92764",2,"강원원주명륜 (📞 010-5484-9611) | 강원원주흥업 (📞 033 - 901- 1914)"
"dd8adb51-f6a1-5a5d-8db8-cca7bd2c3f15","강원 평창군 대화면 대화중앙1길 12-4 (대화리 945-10)","37.494627, 128.458183",1,"강원대화 (📞 033-336-1914)"
"fa111edb-11b9-5969-8a3c-152789a1570f","강원 평창군 평창읍 평창중앙로 119 (하리 187-2)","37.371273, 128.394891",1,"강원평창 (📞 033-334-5677)"
"3e785f92-4c61-5107-a33a-de13678c6a83","강원 횡성군 둔내면 둔방로 31 (둔방내리 577-1)","37.513906, 128.209149",1,"강원둔내 (📞 033-345-1914)"
"d7882f56-cea4-598a-80fb-9eafb3db231f","강원 정선군 정선읍 서동로 1358-4 (덕송리 339-1)","37.406486, 128.673874",1,"강원정선 (📞 010-2626-1935)"
"0e3dbafc-1743-5fd3-8206-6f6d90ce678e","강원 평창군 진부면 오대천로 1938 (하진부리 359-2)","37.627725, 128.551989",1,"강원대관령 (📞 033-336-0795)"
"f2d22e92-ebed-5623-b6bb-07516aba151e","강원 동해시 붉은언덕길 13 승우빌딩 202호 (발한동 138-7)","37.543661, 129.103211",3,"강원동해북부 (📞 010-6476-0594) | 강원동해남부 (📞 010-9204-8465) | 강원동해북평 (📞 010-9477-2030)"
"56b4995e-baa3-57ae-aeef-5b50031238b5","강원 삼척시 사직로 37 (사직동 443-1)","37.431115, 129.166434",1,"강원삼척 (📞 033-573-1914)"
"8d4fc7cf-46c2-5c9b-b4ec-ed52a9780ff7","경기 파주시 평화로 500 (맥금동 141-1)","37.7732, 126.72858",3,"경기파주금촌남부 (📞 010-3374-5963) | 경기파주금촌동부 (📞 010-6423-6390) | 경기파주금촌북부 (📞 010-2949-2414)"
"5fe67b26-2052-5940-a173-aee8dfb8749f","경기 파주시 문산읍 널다리길 97 (당동리 412)","37.87365, 126.77328",1,"경기파주문산 (📞 031-952-7300)"
"9e99c5e1-2d74-5bdf-a38b-7c2979b15181","경기 김포시 통진읍 옹달샘로81번길 114 (옹정리 110-34)","37.699473, 126.566916",3,"경기김포통진 (📞 031-987-6702) | 경기김포양촌북부 (📞 010-2923-8829) | 경기김포양촌남부 (📞 010-3711-0681)"
"fef30931-e52f-5319-95a3-c108adda6061","경기 파주시 산남로 62-19 (산남동 281)","37.700671, 126.69166",2,"경기파주운정남부 (📞 010-4722-3787) | 경기파주운정북부 (📞 031-945-1914)"
"87b219c1-e6ef-5457-9959-20033e71935d","인천 강화군 선원면 중앙로210번길 7 (창리 573)","37.72701, 126.485242",1,"인천강화 (📞 010-7259-1914)"
"2ea520a1-82b8-5c55-8102-c0fadc1299f0","경기 파주시 운정벌판길 43-9 (상지석동 970-9)","37.727927, 126.770494",3,"경기파주운정서부 (📞 010-2648-4124) | 경기파주운정중앙 (📞 010-7480-9736) | 경기파주운정동부 (📞 010-5059-0614)"
"e31448aa-79d5-5580-845a-c875b246df80","경기 고양시 일산 서구 일현로 38 세진프라자 402호 (탄현동 1574-1)","37.690558, 126.762737",2,"경기고양일산북부 (📞 031-918-1914) | 경기고양탄현 (📞 031-918-1914)"
"6d79f03b-7bfe-5eca-b33b-c8e926c98240","경기 고양시 일산 서구 중앙로 1564 405호  (대화동 2203-1)","37.676212, 126.748274",3,"경기고양일산서부 (📞 031-914-1914) | 경기고양후곡 (📞 01049282812) | 경기고양일산남부 (📞 031-914-1914)"
"4d71e921-2d79-5693-8f11-f6d4d06663b7","경기 고양시 일산 동구 경의로 515 (정발산동 1263)","37.674464, 126.783734",10,"경기고양백송 (📞 010-8865-1675) | 경기고양정발 (📞 010-2002-1811) | 경기고양수어 (📞 010-2248-0411) | 경기고양중산 | 경기고양일산동부 (📞 031-913-6065) | 경기고양일산중앙 (📞 031-913-6065) | 경기고양백마 (📞 010-2824-1490) | 경기고양강촌 (📞 010-9968-5058) | 경기고양러시아어 (📞 010-5452-5777) | [집단] 경기고양중산중국어"
"1a72da79-5a55-57fe-8091-291b8b140449","경기 양주시 광적면 현석로720번길 107-17 (덕도리 189-2)","37.845788, 126.983653",2,"경기양주광적 (📞 010-3109-7201) | 경기양주백석 (📞 010-7186-0305)"
"f3e50d0c-0665-5040-b91e-0979ee7b24df","경기 양주시 회정로 134, 두리테크 덕정타운 505호 (덕정동 208-6)","37.837171, 127.06834",4,"경기양주수어 (📞 010-2619-1935) | 경기양주율정 (📞 010-9189-1444, 010-3345-3018) | 경기양주옥정 (📞 010-2343-1452) | 경기양주덕정 (📞 010-2636-8174)"
"1b52e4f0-c5d2-5fc5-a4d7-cfe5421ad130","경기 의정부시 녹양로87번길 27 (녹양동 381-8)","37.75921, 127.032942",1,"경기의정부녹양 (📞 010-9014-1914)"
"35a5bac2-397a-50cc-a451-454c3d6ec463","경기 양주시 고덕로355번길 28-17 (고읍동 153-7)","37.804543, 127.079836",3,"경기양주덕계 (📞 010-5345-9487) | 경기양주삼숭 (📞 010-3040-5338) | 경기양주고읍 (📞 031-821-1891)"
"4288e678-653b-58fa-aac6-207fc1534b7e","경기 의정부시 가능로74번길 13-19 (의정부동 406-30)","37.74623, 127.04038",2,"경기의정부서부 (📞 010-4245-0613) | 경기의정부동부 (📞 010-7643-1968)"
"1c24d3bd-d28a-5e7c-a4e0-80ee20182a80","경기 파주시 법원읍 술이홀로 618-29 (대능리 528-2)","37.835673, 126.853175",1,"경기파주중앙 (📞 031-959-1914)"
"b6b5b83f-8b74-59bb-b7d6-1412797f0ede","경기 의정부시 신흥로258번길 25 해태프라자 903호 (의정부동 439-23)","37.7393, 127.04484",4,"경기의정부장암 (📞 031-829-1914) | 경기의정부남부 (📞 010-2644-0084) | 경기의정부영어 (📞 010-3777-2034) | 경기의정부중앙 (📞 010-4747-1914)"
"b837b11e-2e4c-55c4-a8ce-7a4e6d3f8673","경기 의정부시 부용로 95 현대프라자 301, 302호 (금오동 471-4)","37.75113, 127.06869",4,"경기의정부신곡 (📞 010-8765-8410) | 경기의정부민락 (📞 01056678551) | 경기의정부금오 (📞 031-852-1913) | 경기의정부송산 (📞 01075701252)"
"54158531-83d1-5c3a-bc50-2c0f5cb8347c","경기 고양시 덕양구 보광로162번길 61 (벽제동 571)","37.728626, 126.912402",1,"경기고양중앙 (📞 031-964-1160)"
"fb059e19-ecbd-5b22-94d4-f380b9fbdefb","경기 동두천시 못골로 147 (생연동 203-2)","37.908755, 127.06771",2,"경기동두천북부 (📞 010-2971-7910) | 경기동두천남부 (📞 010-4259-1914)"
"6def4c06-b79b-5bc2-9460-60a68b1fe373","경기 파주시 경기도 파주시 파평면 눌노리 210-2/ 210-4/ 211","37.931346, 126.863195",1,"경기파주적성 (📞 010-9630-9660)"
"d4be6972-43b0-5ea6-813b-59ba780f9dfe","경기 파주시 조리읍 전나무길 104-5 (봉일천리 8-9)","37.73752, 126.82431",3,"경기파주영어 (📞 0319447762) | 경기파주금촌서부 (📞 031-944-7762) | 경기파주봉일천 (📞 031-944-7762)"
"7cd1d264-82db-5246-be60-9d294e86f44d","서울 도봉구 도봉로 851, 럭키아파트상가 106동 308호 (도봉동 595)","37.680439, 127.045074",1,"서울도봉북부 (📞 02-955-0391)"
"d9b50f5a-52de-50b1-b279-ef1c2391974d","경기 고양시 덕양구 통일로780번길 16 태인프라자 203호 (관산동 231-4)","37.688723, 126.864294",2,"경기고양관산 (📞 010-2707-7993) | 경기고양삼송 (📞 010 5140 5454)"
"086f8549-c7be-511b-8a45-c2649b66e51d","서울 도봉구 마들로 649-20, 방학동메인프라자 502호 (방학동 718-6)","37.66835, 127.044846",4,"서울방학동부 (📞 029541914) | 서울노원남부 (📞 029541914) | 서울도봉남부 (📞 02-954-1914) | 서울노원북부 (📞 02-954-1914)"
"6a9ee0a6-ab71-5ec4-b418-9ff91c4ab97b","서울 도봉구 도당로 13 쌍문청구아파트상가 301호 (쌍문동 195)","37.6596, 127.034383",1,"서울방학서부 (📞 02-990-1915)"
"4ee643cb-942f-512c-88e7-412e31547f2c","서울 도봉구 노해로65길 7-18, 동방빌딩 601호 (창동 333)","37.651693, 127.045523",3,"서울상계남부 (📞 02-935-7624) | 서울창동서부 (📞 02-906-1914) | 서울중계북부 (📞 010-9139-3055)"
"e1534f4e-e9c3-5ac0-a706-436d8cd6b9e8","서울 노원구 한글비석로15길 48, 현대종합상가 603호 (중계동 434-2)","37.656473, 127.073498",1,"서울상계중앙 (📞 02-930-5309)"
"8505dcdc-bceb-533d-ba27-756901dfb708","경기 고양시 덕양구 호국로 798 삼성홈타워오피스텔 301호 (성사동 696)","37.657111, 126.83721",4,"경기고양원당서부 (📞 031-966-5165) | 경기고양원당남부 (📞 031-966-5165) | 경기고양원당동부 (📞 031-966-5165) | [집단] 경기고양원당동부타이어"
"99bfb563-9e40-5b7e-8fd3-e97b6091152e","경기 남양주시 퇴계원읍 퇴계원로 49-14 (퇴계원리 286-33)","37.651458, 127.140453",4,"경기남양주별내북부 (📞 010-6252-7205) | 경기남양주별내남부 (📞 010-4319-0927 ) | 경기남양주동부 (📞 02-2225-5758) | 경기남양주북부 (📞 010-5050-7958)"
"59da20b9-f89b-5060-b40d-7a9f1da57701","경기 포천시 가산면 마정로 117 (금현리 1054)","37.833064, 127.182783",5,"경기포천 (📞 0315412130) | 경기포천중앙 (📞 031-541-2130) | 경기포천남부 (📞 01092486606) | [집단] 경기포천중앙힌디어 | [집단] 경기포천네팔어"
"9a1d426f-7801-518f-a6da-9306f515d91d","경기 가평군 청평면 마지기길 31 1층 (하천리 230-23)","37.748158, 127.433958",1,"경기청평 (📞 010-7370-7625)"
"b5dd4fec-77db-577d-895e-c6e990a0296f","경기 남양주시 화도읍 비룡로379번길 24 (가곡리 284-32)","37.686016, 127.306454",2,"경기남양주수동 (📞 031-594-5933) | 경기남양주마석 (📞 031-594-5933)"
"bad82143-75cb-5f66-a6bf-b02701bd2d8d","경기 포천시 일동면 수입로 12-32 (화대리 612)","37.9709, 127.32846",1,"경기포천일동 (📞 010-3128-4131)"
"19e9db22-4889-5ef7-9f58-f084e724cb5c","경기 남양주시 진접읍 장현천로 97 (장현리 416-1)","37.724348, 127.179167",3,"경기남양주진접동부 (📞 010 32899804) | 경기남양주진접남부 (📞 031-571-1788) | 경기남양주진접서부 (📞 010-6813-1914)"
"b8cc8e39-5b9e-580b-b14e-5b4337704620","경기 남양주시 화도읍 마석로 59 404호 (마석우리 299-10)","37.656232, 127.305756",3,"경기남양주월산 (📞 010-6215-7920) | 경기남양주화도 (📞 010-4260-0528) | 경기남양주창현 (📞 01077287506)"
"8e952817-e6bc-5401-90f2-5be22aacdd35","경기 남양주시 오남읍 양지로 47-32 (오남리 564-1)","37.683281, 127.204802",4,"경기남양주오남북부 (📞 010-6630-0007) | 경기남양주양지 (📞 031-528-1935) | 경기남양주진건 (📞 010-9069-9540) | 경기남양주오남남부 (📞 010-7592-7646 김송남)"
"4ae5c6bd-7d34-5ac9-a493-00f0d8aa3157","강원 춘천시 경춘로 2275-9 (온의동 286-5)","37.858102, 127.714857",5,"강원춘천서부 (📞 01042812830) | 강원춘천석사 (📞 070-8803-1914) | 강원춘천남부 (📞 010-8741-2693) | [집단] 강원춘천남부수어 | [집단] 강원춘천석사중국어"
"7994ff2a-fa82-5c45-bcf0-9bd9dd7533dd","강원 춘천시 동면 만천로143번길 22-7 (만천리 893-18)","37.880547, 127.759271",3,"강원춘천중앙 (📞 033-257-1914  010-5821-7427) | 강원춘천동부 (📞 010-2585-7274) | 강원춘천후평 (📞 010-4102-0793)"
"9897c9fe-52c1-5789-a1ee-4e96d62312d9","경기 가평군 가평읍 가평제방길 207 (읍내리 278-3)","37.833487, 127.515427",1,"경기가평 (📞 031-582-8780)"
"2494269b-e427-5250-be36-6dfd64b38611","강원 춘천시 신북읍 샘뜨락길 20 (산천리 204)","37.943826, 127.752683",1,"강원춘천신북 (📞 010-2051-4291)"
"655da184-7943-5c75-9a21-97f0adcaeb8a","강원 홍천군 홍천읍 공작산로 100 (갈마곡리 135-2)","37.691198, 127.903028",2,"강원홍천북부 (📞 0334340185) | 강원홍천남부 (📞 010-2747-6350)"
"7640880f-06f6-5bed-99e9-839a4e924560","강원 인제군 기린면 한석산로 3188-1 (현리 479-5)","37.968924, 128.323703",1,"강원기린 (📞 033-461-0871)"
"d97adae3-46e6-5004-a576-55cf52a5465f","강원 강릉시 주문진읍 금용길 36-4 (교항리 741-1)","37.877639, 128.818548",3,"강원강릉주문북부 (📞 01050431914) | 강원강릉수어 (📞 010-4744-2766) | 강원강릉주문남부 (📞 01030948079)"
"1410ae01-3ac6-5352-aafa-eab2eae8e25e","강원 강릉시 율곡로2687번길 12 (노암동 162)","37.746703, 128.90924",4,"강원강릉남부 (📞 033-653-1914) | 강원강릉북부 (📞 033-653-1914) | 강원강릉성덕 (📞 033)653-1914) | 강원강릉동부 (📞 033-653-1914)"
"0638202e-ad98-58f6-a5ed-9f7a195f631e","경기 연천군 전곡읍 평화로908번길 39-1 (은대리 245-17)","38.04954, 127.06972",1,"경기전곡 (📞 0318325652)"
"01f103c2-9688-5cfe-b3ee-de0f422b6bc9","경기 포천시 관인면 창동로 1780 (초과리 139-4)","38.1536, 127.2463",1,"강원철원 (📞 01048744479)"
"3bd69cda-c7bf-5276-bd8a-0e8271d5b21d","강원 화천군 화천읍 산수화로4길 45-11 (중리 244-10)","38.108393, 127.70891",1,"강원화천 (📞 01087058159)"
"e04ad4ae-edfc-5417-ba71-2ade69b818bc","강원 화천군 사내면 사내로3길 39-11 (사창리 798-9)","38.067886, 127.517546",1,"강원사내 (📞 033-441-1914)"
"991abd71-c2b5-5c01-abfa-62b93128f863","강원 양구군 남면 정중앙로 6-6 (죽리 222-5)","38.084609, 127.997723",1,"강원양구 (📞 033-482-1914)"
"8100dce7-0f6e-5371-88c5-1558886af10f","강원 인제군 인제읍 인제로103번길 26 남북리 261-1","38.065777, 128.162949",2,"강원인제 (📞 010-3272-2676) | 강원신남 (📞 033-462-1933)"
"bd7157f7-790f-5b7e-ac3e-7a3f470ba715","강원 속초시 조양로10번길 7 (조양동 1376-7)","38.18704, 128.599772",1,"강원속초조양 (📞 033-635-3955)"
"bad3efad-98b6-5271-a1aa-df11f71c361c","강원 속초시 영랑로 22-3 (영랑동 210)","38.214341, 128.59245",3,"강원속초남부 (📞 033-632-1914) | 강원속초북부 (📞 033-632-1914) | [집단] 강원속초북부영어"
"bf15df5b-6b2c-515e-852b-edb2e9f46384","강원 양양군 양양읍 관아길 13-23 (구교리 204-7)","38.078025, 128.624545",1,"강원양양 (📞 033-671-1913)"
"ab1bd6ad-0795-54ef-a8d6-caec9aa3d3e2","강원 고성군 간성읍 교촌길 71 (간촌리 42-10)","38.377874, 128.45155",1,"강원간성 (📞 033 681 1914)"
